   4,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,  23,   0,   1,   0,   0,   0,   1,   0,   0,   0,   1,   0,   8
   0,   0,   7,   0,   0,   0,   0,   0,   0,   3,   1,   0,   0,   0
   0,   4,   0,   9,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,  30,   0,   0,   0,   0,   4,   0,   0,   0,   0
   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0
   0,   0,   0,   0,   3,   0,   0,  24,   0,   1,   2,   3,   0,   0
   0,   0,   1,   0,   1,   0,   0,   3,   0,   0,   4,   1,   0,   0
   0,   0,   0,   0,   2,   0,   0,   0,   0,  31,   1,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   3,   0,   2,  23,   6,   0,   0
   0,   0,   0,   0,   1,   0,   0,   7,   0,   0,   5,  21,   0,   0
   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   1,   0,   3,   0
   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  33
