   4,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,  29,   0,   2,   0,   0,   0,   1,   0,   0,   0,   1,   0,   1
   0,   0,   6,   0,   1,   0,   0,   0,   0,   1,   3,   0,   0,   0
   0,   6,   0,   7,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0
   0,   0,   0,   0,  28,   0,   0,   0,   0,   4,   2,   0,   0,   0
   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0
   0,   2,   0,   0,   1,   0,   0,  20,   0,   2,   1,   6,   0,   1
   0,   2,   0,   0,   0,   0,   0,   3,   1,   1,   2,   1,   0,   0
   0,   0,   0,   0,   2,   0,   0,   0,   0,  30,   2,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   2,   0,   2,  22,   8,   0,   0
   0,   2,   0,   0,   0,   0,   0,   6,   0,   0,  10,  16,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   5,   0
   0,   2,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,  31
