   3,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0
   0,  29,   0,   2,   0,   0,   0,   0,   0,   0,   0,   0,   0,   3
   0,   0,   9,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0
   0,   3,   0,  11,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,  28,   0,   0,   0,   0,   3,   1,   0,   1,   0
   0,   0,   0,   0,   0,   2,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0
   0,   0,   1,   0,   6,   0,   0,  21,   0,   1,   1,   4,   0,   0
   0,   2,   0,   0,   0,   0,   0,   1,   0,   3,   3,   0,   0,   0
   0,   0,   0,   0,   3,   0,   0,   0,   0,  25,   5,   0,   0,   0
   0,   0,   0,   0,   1,   0,   0,   1,   0,   1,  26,   4,   0,   0
   0,   0,   0,   2,   0,   0,   0,   5,   0,   0,   2,  25,   0,   0
   0,   0,   0,   0,   2,   0,   0,   0,   0,   0,   0,   0,   2,   0
   0,  10,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,  22
