   4,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,  26,   1,   1,   2,   0,   0,   0,   0,   1,   0,   2,   0,   1
   0,   0,   9,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   8,   0,   6,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,  30,   0,   0,   0,   0,   3,   0,   0,   0,   0
   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0
   0,   2,   0,   0,   0,   0,   0,  10,   0,   1,   1,  20,   0,   0
   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,   4,   4,   0,   0
   0,   0,   0,   0,   1,   0,   0,   0,   0,  31,   1,   0,   0,   0
   0,   0,   1,   0,   0,   0,   0,   0,   0,   3,  24,   5,   0,   0
   0,   0,   0,   0,   0,   0,   0,   2,   0,   2,   5,  25,   0,   0
   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   3,   0
   0,   6,   0,   1,   0,   0,   0,   2,   0,   1,   1,   2,   0,  20
