   4,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0
   0,  28,   0,   0,   1,   0,   0,   0,   0,   1,   2,   0,   1,   1
   0,   0,   7,   0,   0,   0,   0,   0,   0,   0,   3,   0,   0,   0
   0,  10,   0,   3,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1
   0,   0,   0,   0,  30,   0,   0,   0,   0,   3,   0,   0,   0,   0
   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,   0,   0,   0
   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0
   0,   5,   0,   1,   0,   0,   0,  10,   0,   0,   6,  12,   0,   0
   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   8,   0,   0,   0
   0,   0,   0,   0,   3,   0,   0,   0,   0,  30,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   1,   0,   5,  18,   9,   0,   0
   0,   1,   0,   0,   0,   0,   0,   6,   0,   1,   5,  21,   0,   0
   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,   1,   0,   1,   0
   0,   4,   0,   1,   0,   0,   0,   3,   0,   0,   1,   0,   0,  24
